reviews,stars,dates
"  Muito fácil de instalar e se vc tiver conta na Amazon Prime, já vem configurado pra vc. fica invisível atrás da tv e consigo controlar a tv, sem precisar usar dois controles remoto, bem prático!!!",5,2021-12-28
"  Produto perfeito pra quem não tem tb smart! Maravilhoso minha tb agora faz tudoooo! Entrega rápida, produto fácil de instalar! Amei",5,2022-03-08
  A compra foi realizada q tem uma tv comprada meses antes das smart tv... ela tem 76 anos e esta adorando... facil de fazer as buscas no you tube de videos de musicas japanesas q tanto gosta. Ela não tem os outros stremears mas nao reclama não kkkkk,5,2022-02-05
"  O controle é muito bom, mas peca em duas coisas: falta o app para acessar a HBO Max e não desliga ou não achei como desligar ainda. Tenho de desligar a TV para finalizar.",4,2021-10-28
  Fácil e rápido para instalar. A integração com a Alexa me permitiu transformar os echo dots em um sistema de home theater e o melhor é que da pra usar só o controle do firestick também para controlar a TV.,5,2021-12-02
"  Ótimo aparelho, e ótimo suporte da Amazon pelos atendentes!Só fiquem atentos se ele é compatível com televisores mais antigos, como os de plasma. Na minha tv antiga não funcionou.Já nas recentes, funcionou perfeitamente bem.",5,2021-08-09
"  Ótimo produto o qual está atendendo fielmente às minhas necessidades.Fácil de instalar, comandos com rapidez, acesso aos aplicativos de filmes e séries, integrado com a Alexa.Gostei bastante e já deveria ter adquirido antes.",5,2021-08-31
  Superou minhas expectativas. Transformei monitor de 29 polegadas (com entrada HDMI) em uma Smart TV.É super rápido e muito eficiente.Recomendadíssimo.,5,2021-06-09
"  Superou minhas expectativas. Tenho uma TV que não é Smart, mas com esse produto ela é completamente adaptada e agora nem lembro que ela não é Smart.",5,2021-12-12
  Entrega SUPER rápidaproduto de ótima qualidadejá tinha o firetv stick light e fiz upgrade para esse modelo por conta do controle pois a resolução do aparelho eh a mesma coisa,5,2021-10-18
"  Só não gostei de não consegui instalar a versão nova do Globoplay...O Globoplay já é ruim desde sempre, ainda sem atualizar 🤦🏾‍♂️. (Eu não gosto, mas há pessoas em casa que usam)",5,2022-02-03
  Fire stick é sensacional. Integra de forma fácil vários streaming. Mesmo com TV smart continuei usabdo ele pq oferece melhor experiência,5,2022-02-06
"  Senti falta de hbo max, globoplay. Ponto positivo porque tem Paramount+ mas não ter esses apps importantes acho beeeeem negativo",2,2021-07-25
"  Pode compra sem medo pega em TV antigas, testei em várias da minha casa funciona em todas, o controle é ótimo vc pode até pedir para desligar a luz ou ligar a cafeteira via controle remoto com reconhecimento de voz",5,2022-03-09
"  O produto é perfeito . Resolveu todos os meus problemas com TV aqui em casa. É fácil de instalar e de usar , rápido e não trava ... Estou muito satisfeito com essa compra ...Agora vou comprar outro para colocar no meu quarto hahahahaha",5,2021-12-19
"  Muito top!. facil de instalar, é bem fluido e a integração da Alexa é ótima. vale muito a pena!!",4,2021-12-31
"  Aparelho muito bom. Funciona perfeitamente e atendeu totalmente as minhas expectativas.A única coisa que me deixou meio desconfiado é quando a resistência do controle remoto, que me parece ser um pouco frágil. Tomara que seja apenas impressão.",5,2021-05-27
"  mil vezes melhor que o Chromecast mais fácil de usar muitas ultilidades superiores comprei pra tv da sala e pretendo logo logo comprar para a dos quartos, melhor que comprar uma tv smart",5,2021-11-30
"  O único ponto negativo, é de não ter aplicatiovs como HBO Max disponivel para baixar, mas que uma rapida pesquisa no google não possibilite encontrar alternativas para instalar o aplicativo.Tirando este detalhe, o produto é excelente.",5,2021-10-08
"  Modernizou minha TV antiga, que agora virou Smart TV moderníssima, e com assistente de voz.",5,2022-02-04
"  Tenho uma TV Samsung smart, porém o acesso aos streamings era muito lento. Então um amigo me recomendou o fire stick e fiquei surpreso com a velocidade que ficou a minha TV, para sair de um streaming ao outro é muito rápido. Recomendo!",5,2022-02-05
"  Bem embalado, entrega rápida chegou antes do prazo. Instalação tranquila veio vinculado a conta da echo nem precisei colocar a senha do wifi. Controle está ligando/deslig e controlando o volume da tv. O comando com a alexa funciona e é bem legal.",5,2021-07-03
"  Produto bom e funcional. Minha TV é mais antiga e, mesmo assim, funciona bem e sem problemas. Só a Alexa que é mais limitada do que nos outros aparelhos, mas nada que atrapalhe.",5,2021-12-11
"  Muito bom ficou excelente na minha TV LG que já é uma Smart mas que não se atualizou com o tempo. O controle remoto é um diferencial maravilhoso, vale muito apena para quem tem um TV boa que ainda funciona bem porem não se atualizou com o tempo.",5,2021-09-30
"  Recebi o equipamento antes do prazo pela Log, o equipamento é fácil de ser instalado, é de excelente qualidade, existe funções que a minha tv não tem, a imagem ficou muito melhor e agora utilizo apenas um controle, o controle da tv não uso mais.",5,2022-02-01
"  Fácil de instalar (apesar de levar um tempinho para atualizar tudo, dependendo da internet) e muito fácil de usar também. Só espero que tenha HBO Max e Globoplay logo, para ficar mais completo.",5,2022-01-11
"  Excelente, responde rápido aos comandos e automação é fantástica, e poder controlar a tv com apenas ele é maravilhoso aposentar todos os outros controles e usar só ele.",5,2022-01-03
"  Chegou bem antes da data e bem embalado.O produto realmente cumpre tudo o que o anúncio prometi,muito feliz com a compra.Satisfeito é a palavra que define.",5,2022-01-24
"  O sistema é bem simples, fácil de usar e eficiente.Estou gostando demais.",5,2021-11-27
"  Ótimo produto, logo que liguei pediu uma atualização, demorou um pouco. Tirando isso tudo funcionando certinho.  O controle ajuda bastante com a integração de ligar e desligar e de aumentar e diminuir o volume. Parabéns!!!",5,2021-12-06
"  Que produto maravilhoso, exclente em tudo. ótimo custo benefício!!",5,2021-12-15
"  Nova vida a minha tv que antes só tinha a Flix, e agora conta com várias outras opções. Único ponto negativo é que até o momento dessa avaliação não é nativamente compatível com hbomax, mas vc consegue instalar fazendo alguns passos.",5,2022-01-14
  O produto era bom até o controle parar de funcionar do nada (não teve queda e nem mal uso). Liguei na amazon e estou esperando resposta a mais de 15 dias corridos. Estou com um produto que não foi barato sem poder usar. Não recomendo o produto.,1,2022-03-04
"  O FireTV atendeu a todas as expectativas, o novo controle melhorou muito. Único ponto, seria a possibilidade de organizar e personalizar a área Home.",5,2021-05-17
"  Gostei muito da fluidez do sistema, abre os aplicativos bem rápido.O controle remoto é ótimo, e conta com comando de voz por Alexa.Muito conteúdo para se divertir.",5,2021-12-17
"  Dei 5 para Integração com a Alexa, mas acabo que nem uso. De qualquer forma produto atende as necessidades. O único problema é a questão de ter que baixar a parte a hbo max e globo play, mas nada que um tutorial no youtube da vida não resolva.",5,2022-02-15
"  Quando vou assistir um filme no prime vídeo fica travando constantemente, detalhe isso só acontece no prime vídeo os outros apps rodam de boa no Fire Stick, resolvam isso atualizem por gentileza",1,2021-06-20
"  Em menos de 2h de uso fez queimar a televisao, aguardando a resolução da equipe técnica, no fim deram a opção de devolver o aparelho e reembolso porém o prejuizo da Tv ficou comigo. Pessimo atendimento do setor especializado. Pessimo produto.",1,2021-08-17
"  simplesmente o melhor tv stick da categoria ,sistema leve e moderno , não trava , o que eu tenho contra é que o hbo max não tem na loja de apps , mais espero que o amazon resolva isso ,100% .",5,2022-01-11
"  O aparelho é extremamente rápido e intuitivo.É possível sim configurar o controle com outras TVS, o controle funcionou perfeitamente com a PHILIPS.A ALEXA liga, desliga e até pesquisa conteúdos pela FIRETV, esplendida.",5,2021-12-07
"  Pena que a Amazon é bem mercenária. O português funciona muito bem no ECHO DOT 2 e eles bloqueiam. Nisso, pode esperar que a Amazon nunca vai te ajudar a continuar com os aparelhos fabricados por ela, inclusive com este.",5,2021-12-26
  Fiquei encantada com a velocidade em abrir os aplicativos de streaming.Melhor dinheiro que empreguei.,5,2022-01-15
  Fiquei impressionada com a qualidade. Foi bem fácil de instalar e transformou minha TV que nem tinha conexão com a Internet em uma Smart TV. A integração com a Alexa também é bem interessante,5,2021-12-04
"  Muito bom, prático e entrega o que promete.Realmente o aparelho é fluído, fácil instalação e achei melhor que Google Chromecast. O fato de ter controle remoto e sincronizar com a TV ajuda muito!",5,2021-10-01
"  Produto excelente! O único problema é que o controle não é compatível com a minha TV, Buster.No mais, me atende perfeitamente. Possui todos os após que preciso além de conter a Alexa que traz um ""a mais"" para o produto.",5,2021-12-16
"  Produto perfeito, tive medo de comprar pq disseram q era um pouco lento. Mas o sistema é muito completo e extremamente rápido, inclusive a Alexa. Amazon como sempre nota 10!",5,2021-09-30
"  Excelente em todos os sentidos, já tive chromecast e mi tv e ele é melhor que os dois, transformou minha tb em smart além da integração com Alexa que permite ligar e desligar uma tv “antiga” por comando de voz",5,2022-01-09
  Qualidade do som com Dolby Atmos ficou nota 10.,5,2021-12-27
"  Me pergunto como não comprei antes! Maravilhoso, rápido, não trava e consigo ver todos os streamings. Perfeito e ainda mais com desconto!",5,2021-12-10
"  A melhor compra da vida!Simplesmente amei, comprei uma para a minha mãe gostei tanto que depois comprei uma para o meu quarto…E já quero comprar mais, um ótimo jeito de modernizar a tv sem precisar trocá-la!",5,2021-11-30
"  O produto entrega tudo aquilo que promete. A função de ligar e desligar a tv e controlar o volume é muito bacana, pois exclui totalmente a utilização de um outro controle. Fico triste que o app da hbo ainda não esteja disponível.",4,2022-03-01
"  O produto é excelente, de instalação muito fácil. A integração com a alexa é ótima. Os acessos rápidos aos aplicativos pelo controle, facilitam bastante na navegação. Para minha TV que não é smart o Novo Fire TV Stick é perfeito.",5,2022-01-02
"  Muito bom, a Alexa atende e entende bem, a qualidade é muito boa, parece até 4k. Pega muitos aplicativos... o único problema é que às vezes quando ligo a tv não carrega o firestick e tenho que tirar da tomada e colocar novamente.",5,2022-03-12
"  Uma coisa que não vejo ninguém comentando: a tela de início facilita encontrar novos conteúdos todos os dias. Se eu faço uma busca na tela de início, ele encontra independente do app. Se tá na Netflix, Disney+ ou amazon, ou outro, ele acha.",5,2021-05-30
"  Excelente aparelho, otima opcao para deixar sua tv uma smarttvNo meu caso foi para poder ter acesso ao directvgo porque minha smartv lg nao tem como instalar o aplicativo e esse aparelho atendeu perfeitamenteRecomendo",5,2021-07-28
"  A única coisa que me desagradou nesta compra é a entrega. Nao foi cumprido o prazo de entega, mas isso não foi culpa da Amazon.com. Mesmo assim, a empresa se preocupou em acompanhar a resolução do caso.No demais, o produto é perfeito.",5,2021-09-17
"  A maioria dos meus apps que eu já usava não instala, palhaçada, eu me arrependo de ter comprado, eu devia ter comprado o mecoolmk6, ex: o HBO não instala de jeito nenhum, já segui vários tutorial e não dá, vou tentar vender e comprar outro.",5,2021-10-14
  Ótimo produto. A integração com a alexa é excelente e fácil a instalação e utilização.,5,2021-12-26
"  Comprei pra utilizar numa TV Philco que Smart mais não recebe atualizações e a achei Fire Stick melhor opção mais infelizmente não sai som na TV, liguei pro suporte me pediram pra esperar 3 dias úteis para resolver. 🙄",1,2021-10-02
"  Muito bom para os aplicativos possíveis de serem instalados. Porém, não espelha o Iphone diretamente. Precisa baixar outros aplicativos e nenhum funcionou bem. A Amazon deveria avisar isso ao vender",3,2022-03-11
"  Muito fácil de instalar e usar, funciona muito bem mesmo em TVs mais antigas (as primeiras tela plana). Em algumas TVs ainda será necessário usar o controle da TV (mas só para ligar e mudar volume), ainda assim VALE MUITO A PENA.",5,2022-02-04
  Muito bom! Só o controle que não funcionou os volumes mais é por culpa da tv que é antiga. Mais tranquilo. 👍Vou continuar tratando pra ver se é bom mesmo! Podiam colocar mais modelos de tv no software do controle que fica prefeito!!,5,2021-06-04
  Muito fácil de configurar. O ponto negativo foi que não reconheceu a tv Philco e por esse motivo o controle só funciona com a Alexa. Outro que comprei reconheceu a tv Sony e o controle funcionou não sendo necessário usar o controle da TV .,5,2021-12-08
"  Minha Tv é um modelo antigo de Smart e estava travando os aplicativos. Depois que instalei FIRE STICK ela parece nova, super rápido, fácil de configurar, a Alexa funciona perfeitamente.😍😍😍😍Melhor aquisição.",5,2021-12-02
"  Aparelho versátil, muito fácil de instalar com ótima integração com Alexa e de fácil utilização, configuração simples e rápida e ótima galeria de aplicativos de streaming.",5,2021-10-02
"  O dispositivo é muito bom, com um sistema  rápido e leve. Quanto ao controle ele fica pareado com a tv para ligar, aumentar ou diminuir o volume, no entanto a alexa compreende comandos como ""trocar para porta HDMI 1,2"". Gostei e recomendo.",5,2021-12-16
"  Stik trava direto, quando reiniciados a TV não reconhece e é preciso desconectar, trocar de porta hdmi, uma canseira.Assistindo Netflix o som fica descompassado da imagem na tela.Achei uma péssima compra. Não gostei.",1,2022-01-05
"  Uma dica: compre o adaptador ethernet, com o cabo é muito melhor a conexão(não fica travando ou carregando) é muito rápido.É fácil de instalar, o controle é incrível(dá para controlar o volume da TV) e a Alexa é fantástica",4,2022-01-07
"  Nada a reclamar do produto no momento, somente o controle não conseguiu parear com minha Smart TV Philco 40 polegadas.E sobre a entrega atrasou, e o pacote veio todo amassado, recebido pela Loggi transportadora.",4,2021-12-07
"  Meu segundo Fire Stick já, funciona muito bem, tinha o Lite e agora adquiri esse na promoção!Realmente tem diferença o controle remoto mais completo!",5,2022-01-02
"  Ao inserir o Fire Stick na TV, a mesma o reconhece, mas o produto não abre a tela de navegação. Estamos em processo de devolução do produto.Gostaríamos de realizar a troca, já que o compramos por um valor bacana. Como devo proceder?",1,2022-01-31
"  Chegou muito rápido. Instalação fácil. Porém, acredito que como minha internet fica na parte de baixo da casa e a tv no quarto (sobrado) tudo apresenta um atraso, entre fala e sim. Bem triste. Vou tentar comprar um multiplicador de sinal.",4,2021-05-31
"  Equipamento trás a função de integração com a TV mas, não conseguiu fazer a integração com a TV Philco embora tenha em sua listagem, só consegui desligar a Tv sem conseguir ligar novamente.",3,2021-12-23
"  Produto de fácil instalação, tem integração com a Echo onde posso alternar os canais (só consegui reproduzir títulos da própria Amazon) o controle ajuda bastante.",5,2022-02-18
"  Amando!!! Chegou muito rápido. E super fácil de instalar e Alexa funciona perfeitamente. Amei, muito e já quero comprar outro para presentear um amigo. Comprem sem medo. Se não tiver o app, você consegue baixar sem problemas. Acompanha pilhas.",5,2021-05-09
"  Produto chegou no prazo esperado, com funções já estabelecidas e conhecidas pelo público em geral. A falta da globoplay e a ausência de personalização da tela dinâmica e tela inicial são os pontos baixos do aparelho.",4,2021-05-16
"  Olá, pessoal vi algumas avaliações ruins do produto e não entendo o motivo. O EQUIPAMENTO é fantástico, fluido e inteligente. O controle único é muito legal. Estou mega satisfeito. Inclusive já indiquei para dois amigos que já adquiriram.",5,2021-12-27
"  Instalação rápida, ativar alguns apps não foi tão simples como poderia ser, mas sem dúvida o dispositivo é amigável e muito, muito rápido. Ressuscitou uma velha Not-So-Smart TV. Dinheirinho muito bem gasto.",5,2021-10-06
"  Ele é muito bom, apenas a integração com o som da televisão que não funcionou, tive que conectar uma caixa de som via bluetooth pro som sair, fora isso recomendo (minha teve é um Toshiba de 2018).",5,2022-02-12
"  A interface é muito boa e intuitiva, funciona bem em conjunto com a Alexa...mas o fato de não ter suporte à HBO Max e Globoplay incomodou.",3,2021-07-07
  Melhor do que eu esperava. Foi super fácil de conectar e o controle é bastante intuitivo. Recomendo esse produto pra todo mundo.,5,2021-12-03
  Adorei que minha tv não era smart e agora posso ver várias coisas nela. Não gostei que o controle não funciona o botão de ligar nem volume .,5,2021-12-27
"  Muito satisfeito com o aparelho, e muito fácil de usar , bem intuitivo e muito rápido, sem sobra de dúvida o melhor custo benefício ....a vários apps , para tornar a utilização do aparelho.Chegou muito rápido menos de cinco dias!!!",5,2021-06-11
  É um aparelho maravilhoso. A tv (seja qualquer uma que tenha entrada hdmi) se transforma em um smart tv super rápida e com a melhor qualidade de imagem que a Tv possa disponibilizar. Ameiiiii a compra e vou comprar novamente.  Recomendo!,5,2021-12-11
"  Ótimo para quem não tem uma Tv smart mas quer ter as funcionalidades de uma, fácil instalação e de uso, único problema pra mim foi que o controle remoto não consegue controlar o volume da televisão, tirando isso está perfeito.",5,2021-11-28
"  Fiquei positivamente surpreso com o equipamento. Super fácil e pratico a sua instalação e configuração. A entrega também foi bem rápida, em menos de 4 dias.Pra quem está em dúvida se vale apenas, sim, valeu muito a pena.",5,2022-01-18
"  muito bom e prático, salvou a tv que não contava com smartices",5,2022-03-10
  Depois de 2 meses usando parou de funcionar…. Fica desligando sozinho…,1,2021-11-26
"  Amei tudo sobre esse produto. Instalação fácil, uso super intuitivo e funciona muito bem. Na minha tv foi necessário usar o adaptador, sugiro usar sempre. 100% aprovado.",5,2022-01-06
"  Muito prático, fácil de mexer, e super independente do controle remoto da TV. Minha televisão não estava localizando sinal Wi-Fi e ao invés de comprar uma nova, preferi comprar esse fire stick. Custo beneficio ótimo. Valeu muito a pena!",5,2022-01-08
"  Gostei muito, porque como não tinha uma smart tv, facilitou para assistir Netflix, Amazon Prime. Antes tinha que ficar trocando cabo do notebook para a tv. Assisto tudo tranquilo, imagem muito boa e sem travar. Foi uma excelente compra.",5,2021-05-28
"  Muito bom aparelho, ótima integração com a alexa e bastante fluido, o único problema para mim foi não conseguir trocar de entrada por comando de voz, eu consigo da TV para o HDMI, mas ao contrário não. Ótimo para quem só assiste stream.",5,2021-11-30
"  Tenho o fire stick Basic , comprei esse por causa do controle de volume , porém a imagem trava na minha tv Sony , só funciona direito na TV philps , tem incompatibilidade com a Sony já fiz de tudo mas trava e tem que desligar",3,2021-05-16
"  Não tem HBO Max, nem Globo play, tem como instalar no ""gato"" mas perde o recurso de indexação dos títulosÉ um dispositivo bem ágilVale a compra, mas o valor não é alto pois precisa do controle com as funções de tv",3,2021-08-29
"  PRODUTOR TOP DE LINHA, PARA INSTALAR O BASICO É FACIL, SÓ ASSISTIR VISDEOS NO YOUTUBE.O TOP É QUE ACEITA O APP My Family Cinema, que dá para assistir muitos filmes lançamentos.",5,2021-07-23
  Qualidade muita boaIntegração com AlexaFlui muito bemÉ muito bem planejadoGostei nota 10,5,2021-11-28
"  Produto maravilhoso! simplesmente mudou a minha Tv drasticamente pra melhor! melhor aquisição pra quem não tem uma Tv smart ou uma Tv smart com sistema ruim. A instalação é extremamente simples e rápida, a integração com a Alexa é indescritível, funciona perfeitamente.",5,2021-06-13
"  Produto atendeu perfeitamente as expectativas.Quanto ao produto possui um bom acabamento, controle remoto de qualidade, fácil de usar.E quanto ao sistema, possui uma interface muito intuitiva, de muito fácil uso.",5,2022-02-07
"  Ele não tem muitos aplicativos, como globoplay e hbomax e também não aceita quando vamos espelhar do nosso celular nele. Práticamente só espelha prime video e YouTube. Me arrependo da compra, use o da concorrência.",1,2022-02-16
"  Minha tv não é  smartv e isso não foi problema algum, visto que, com uma entrada HDMI, o fire tv stick  foi conectado e funcionou conforme o que prometia na propaganda. Até  agora, estou satisfeito com essa compra.",4,2021-05-29
"  Recebi um dia depois de ter feito o pedido, aliás até agora a Amazon me surpreende na entrega. Quanto ao produto estou achando que fiz um ótimo negócio, fácil de instalar, boa qualidade dos materiais e boa fluidez nos apps. RECOMENDO !",5,2022-01-20
"  Produto muito bom, superou as expectativas. Excelente imagem em HD. Instalei em uma TV que não é Smart, porém, praticamente transformou-se em uma Smart TV.A entrega ocorreu dentro do prazo. Tudo certo!!Recomendo o produto!!",4,2021-05-30
"  Amei o produto. Não tem app da globoplay, mas isso não foi um problema. Dá pra acessar a internet e logar na globoplay.",5,2021-05-18
"  Novo controle com a Alexa deixou ainda mais facil o uso do aparelho, super indico. Cada vez melhor.",5,2021-11-05
"  Excelente produto , fácil de instalar . Configurei netflix e Amazon prime vídeo. Ambos funcionam muito bem,  o Alexa é muito inteligente e ajuda muito . Não conhecia o produto mas deixou a minha TV que não era smart em uma TV excelente",4,2022-01-27
  Ótimo produto! Amei! Consigo ver o vídeo que quero só falando com a Alexa! Show!,5,2021-09-18
"  O Controle remoto simplesmente parou de funcionar corretamente depois de 3 meses, mesmo trocando pilha e re-emparelhando, alguns dias ele volta a funcionar e depois de 2 dias para novamente, senão fosse o app, eu não poderia utilizar.",4,2021-08-25
  Produto muito bom. Pena que não consegui o HBO max. De resto funciona muito bem.,5,2021-11-30
"  Comprei com um pé atrás pq já tinha testado o Chromecast, mas este produto é top e rápido, além de poder baixar,já instalei o Crunchyroll...show e ainda bem rápido .. hoje até na tv smart eu instalei..pq é muito melhor !!!!",5,2021-12-18
"  O m lhor do mercado, além de ser chromecast e espelhar o celular pra tv conseguir instalar tudo q eu queria, até a Globo play, rápido, não trava, a Alexia é tudo de bom, além dela me reconhecer por voz 🤷, simplesmente amei o produto.",5,2021-10-12
"  O produto é sensacional e cumpre muito mais do que promete. Falando no prazo de entrega, estou muito surpreendido: 36 horas e eu já estava com meu Fire stick em mãos. Parabéns a Amazon pelo excelente produto e pela rapidez na entrega.",5,2021-07-30
  Adorei. Muito prático. Comprei com um preço descontado aí valeu a pena. Recomendo.,5,2021-09-16
"  Super recomendo, completo, ótima opção para não ficar preso a uma TV por assinatura e pagar muito mais sem tanto conteúdos. Além de ter acesso completo ao aplicativo Alexa, que é de alta qualidade.",5,2022-01-12
"  Goste da facilidade de instalação, e manuseio. O simples que funciona. Ótimo para entretenimento, e o controle foi muito fácil de configurar na minha tv, uma Samsung com 10 anos de uso. Recomendo muito.",5,2021-08-12
"  Só achei o conteole fragil..vc aperta as teclas parece q vai desmontar..bem acabado mas frágil..oq gostei é q não preciso ficar falando Alexa.. Alexa... é só apertar e pedir.. a instalação qq leigo faz, bem mais simples que imaginei.",5,2021-12-12
"  Recomendo demais esse produto pra quem necessita transformar sua TV em smart. O Fire TV funciona com rapidez, é fácil de instalar e intuitivo para a navegação. O único defeito é que não tem alguns aplicativos como Globoplay e HBOMax.",4,2022-01-06
"  Excelente produto para quem não tenha SMARTV, tem os principais app's de stream. O único problema dele e que a conexão wireless precisa ter 5Ghz pra funcionar da melhor forma possível, tirando isso vale muito a pena ter esse produto.",4,2021-08-27
  Estou extremamente desapontado com a compra do fire stick. Ele só tem as opções mais trendy e não vale o valor que foi pago. A alexa dele funciona precariamente e o globoplay não roda nem com gambiarra.,1,2022-02-09
"  Muito bom e rápido. A Alexa é ótima. A ressalva é que deveria ter controle de senha nos perfis, assim como tem na Netflix, isso seria melhor como controle dos pais, do que a solução existente.",4,2021-06-19
  Muito bom. Super recomendo. Não tinha globoplay. Mas instalamos no próprio aparelho,5,2021-10-06
"  Estou adorando todo aparelho da Amazon fire TV stick, integração da Alexa e muito boa e todo ecossistema com ela e espetacular, controle remoto e espetacular responde muito rápido com todo o sistema fire os, melhor compra que já fiz!",5,2021-11-25
  Só não dou 5 estrela pq infelizmente não tem o HBO Max  . Pra quanto teremos o HBO Max oficial no Fire TV stick  ????,4,2021-12-27
  Gostaria de ter um controle que possa ter acesso ao volume e descartar o controle da televisãoInfelizmente não dei sorte com seu controle de qualidade,2,2021-10-17
"  O Fire Stick TV é o melhor para quem quer ter uma experiência de Smart TV. A única coisa que não está presente no momento é o HBO Max, mas já vi que tem uma previsão para isso ser disponibilizado ainda esse ano.",5,2022-01-25
"  Imagem excelente, fácil de instalar, áudio bom. O aparelho realmente é muito bom.A entrega da Amazon nos surpreendeu! Recomendo.",5,2021-05-08
"  Simplesmente sensacional, chegou antes da Data prevista, fácil instalação o mais incrível é a interatividade com Alexa e os demais aparelhos da casa, para quem gosta de tecnologia e casa inteligente além ótima qualidade vídeo/áudio.",5,2022-01-21
"  Gostei muito do produto. Rápido e intuitivo.Tem os principais aplicativos das Tv's Smart, rodando bem liso e sem travamentos.Peca apenas por não ter o Globoplay e o HBO, mas torço para que adicionem no decorrer do tempo.",4,2021-05-11
"  ótimo aparelho. Apesar de não ter o app da Globoplay. um aparelho para ser vendido no Brasil, deveria contemplar as principais plataformas de streaming. Tem jeito de instalar, mas não é simples. O que dificulta para o usuário comum.",3,2022-01-02
"  Pra quem não quer comprar uma tv nova essa é uma perfeita opção, você n precisa usar mais o controle da tv, apenas esse, e tem quase tudo, a única coisa q senti falta foi a HBO Max de resto todos os canais de stream estão",5,2022-01-23
"  De vez em quando dá uma travadinha, o que pode muito bem ser algum problema da minha conexão. Sinto falta da HBOmax, serviço do qual também sou assinante. Mas fora isso o produto é show! Supriu bem as minhas expectativas.",4,2021-10-11
"  Eu amei o fire stick, só tive problemas em achar o perfil infravermelho da televisão North tech, mas depois de várias e várias pesquisas eu achei, (199) o código do perfil infravermelho da televisão North tech. Recomendo!",5,2022-01-30
"  Instalação fácil e bem rápida. A integração do fire stick com a TV e com a echo dot é bem legal, agora só uso um controle na sala. Deu uma “renovada” na  smart tv, pois agora posso utilizar novos aplicativos de streaming.",5,2021-05-21
"  O Fire TV Stick é produto maravilhoso, em todos os aspectos! Fácil de instalar e de usar, além de ter vários aplicativos disponíveis. Sincronizar todo o meu ecossistema Echo também foi bem fácil. Recomendo demais! Estão de parabéns!",5,2022-03-02
"  Bem veloz, não trava flui bem os menus entra rápido no video e volta rapido para o menu, muito bom o sistema e o hardware. Fiquei chateado pq não consegui configurar o volume pra usar na tv, tentei de tudo mas achei muito confuso...",5,2021-12-29
  Eu amei o produto! É muito fácil de instalar e mexer. E ele tem tudo o que eu preciso. Além de ser pequeno e ter um design lindo que deixa tudo mais clean. Obrigada!,5,2021-12-22
  Me surpreendi muito com a qualidade e facilidade em usar o produto. Comprei após pesquisar um pouco sobre outros compradores e confesso que adorei o produto!,5,2022-02-02
  Meu companheiro de boas séries.  Perfeito.,5,2022-03-03
  Chegou hoje levei menos de 10 minutos para instalar. Até aqui tudo ok vamos ver em funcionamento.,5,2021-09-30
"  Muito simples de usar. Uma única coisa que não gostei que ele não dá para selecionar a entrada HDMI da TV. :(Fora isto, muito bom mesmo!",5,2021-05-24
"  Bem simples de usar, funcionou com todos app q queria, consegui instalar Globoplay e HBO Max q não fazem parte do cardápio deles ainda, através de videos no Youtube. Gostei tanto q comprei outro para outra TV, só aguardando chegar.",5,2021-07-15
"  Tive dificuldade na instalação, até hj não consegui dimunuir ou aumentar o volume com o controle ou com a Alexa. Mas está funcionando, imagens excelentes, gostei...",5,2022-01-28
  Gostei muito do produto. Para quem está em deciso sobre o Firestick e da google 100% recomendo o firestick pois o da google eu tenho inclusive o de terceira geração mas ele apresenta varios problemas de integração com varios wifis.,5,2021-12-27
"  Adorei meu fire Tv Stick com controle remoto, muito fácil de instalar, rápido, bem elaborado sobre o passo a passo qualquer pessoa consegue instalar, rápido no comando de voz enfim estou muito satisfeita com essa compra, recomendo.",5,2022-01-02
"  Saudades do Chromecast.Aparelho começou a apresentar problemas depois de menos de 1 mês de uso. Amazon não tem assistência técnica presencial e tudo é feito por telefone, o que deixa o processo demorado e não eficiente.",1,2022-01-27
"  O controle perdeu a conexão,já tentei de tudo ,troquei a pilha e aí da assim não funciona , estou decepcionada...entrei em contato com a Amazon e fui muito bem atendida,recebi um vale presente no valor do controle e já recebi o novo.",1,2022-01-03
"  O Fire Stick é ótimo, mas infelizmente ainda não tem HBO Max disponível. É uma pena, esperava muito por ele e para poder ver tudo o que a minha televisão smart não comporta e acabei me decepcionando.",4,2021-08-24
"  Na pesquisa, os resultados deveriam ser apresentados primeiramente, o q está disponível de acordo com o q está instalado!!!",4,2021-11-30
"  O produto é sensacional, superou minhas expectativas rápido e estável. Só acho que esses aparelhos deveriam vim com mais espaço de armazenamento pois 8Gb não dá pra quase nada já que metade disso é reservado para o sistema fireOs.",5,2021-07-04
  O produto atende as expectativas. Muito fácil de instalar e de utilizar.Muito útil.,5,2021-12-14
"  O aparelho é realmente aquilo que esta descrito, suas funcionalidades são verdadeiras e ainda consegui colocar diversos programas, que era meu objetivo. ou seja, estou muito satisfeito e recomendo o produto com toda tranquilidade.",5,2022-02-14
"  Aparente parece um ótimo produto. Porém tem muitas falhas, alguns apps não rodam com estabilidade. Não vale a pena, mesmo sendo muito barato.",1,2022-01-27
"  Acabei com minha assinatura de tv a cabo graças a Deus. O produto é simples não requer técnica, é só conectar no usb. Comprei dois do modelo com ""Alexa"" e é bem útil tb. Até minha tv mais antiga ficou moderna",5,2021-07-21
